ident,ID objet
563582,186716
563582,186717
563582,186718
563582,186766
563582,186769
563582,186772
563582,186773
563582,186796
563582,186798
563582,186800
563582,186830
563582,186839
563582,186840
563582,186842
563582,186866
563582,186869
563582,186882
563582,186936
563582,187034
563582,187039
563582,187357
563582,187358
563582,187359
563582,187361
563582,187362
563582,187477
563582,187479
563582,187505
563582,187560
563582,187592
563582,187593
563582,187594
563582,187620
563582,187625
563582,187633
563582,187643
563582,187645
563582,187654
563582,187655
563582,187689
563582,187691
563582,187716
563582,187717
563582,187718
563582,187727
563582,187737
563582,187738
563582,187739
563582,187741
563582,187781
563582,187785
563582,187801
563582,187802
563582,187803
563582,187804
563582,187806
563582,187807
563582,187850
563582,187853
563582,187870
563582,187887
563582,187905
563582,187907
563582,187911
563582,187912
563582,187914
563582,187932
563582,187989
563582,188114
563582,188277
563582,188323
563582,188330
563582,188844
563582,188850
563582,188862
563582,188865
563582,188867
563582,188868
563582,188869
563582,189031
563582,189056
563582,189076
563582,189142
563582,189155
563582,189156
563582,189197
563582,189202
563582,189239
563582,189271
563582,189272
563582,189355
563582,189365
563582,189434
563582,189445
563582,189529
563582,189541
563582,189597
563582,189614
563582,189636
563582,189655
563582,189690
563582,189715
563582,189716
563582,189718
563582,189719
563582,189720
563582,189815
563582,189855
563582,189866
563582,189881
563582,189884
563582,189885
563582,189886
563582,189887
563582,189888
563582,189907
563582,189910
563582,189911
563582,189933
563582,201284
563582,201285
563582,201287
563582,201298
563582,201606
563582,202365
563582,202376
563582,202388
563582,202390
563582,202391
563582,202452
563582,202453
563582,202471
563582,202483
563582,202485
563582,202486
563582,202518
563582,202591
563582,202592
563582,202593
563582,202596
563582,202597
563582,202598
563582,202599
563582,202627
563582,202630
563582,202632
563582,202633
563582,202704
563582,202705
563582,202706
563582,202708
563582,202717
563582,202720
563582,202723
563582,202839
563582,202858
563582,202865
563582,202885
563582,202888
563582,202889
563582,202913
563582,202916
563582,202917
563582,202927
563582,202931
563582,202932
563582,202933
563582,202967
563582,202978
563582,203010
563582,203011
563582,203012
563582,203013
563582,203015
563582,203017
563582,203023
563582,203057
563582,203065
563582,203141
563582,203142
563582,203143
563582,203149
563582,203169
563582,203173
563582,203176
563582,203178
563582,203179
563582,203180
563582,203199
563582,203246
563582,203247
563582,203264
563582,203322
563582,203342
563582,203364
563582,203365
563582,203380
563582,203408
563582,203415
563582,203416
563582,203438
563582,203440
563582,203448
563582,203711
563582,203736
563582,203737
563582,203738
563582,203748
563582,203813
563582,203814
563582,203822
563582,203836
563582,203848
563582,203856
563582,203867
563582,203868
563582,203869
563582,203872
563582,203889
563582,203896
563582,203897
563582,203899
563582,203910
563582,203912
563582,203932
563582,203933
563582,203934
563582,203935
563582,203941
563582,203946
563582,203947
563582,204011
563582,204027
563582,204037
563582,204039
563582,204041
563582,204043
563582,204044
563582,204060
563582,204065
563582,204072
563582,204077
563582,204078
563582,204112
563582,204113
563582,204124
563582,204126
563582,204138
563582,204179
563582,204206
563582,204208
563582,204212
563582,204213
563582,204218
563582,204250
563582,204285
563582,204360
563582,204365
563582,204402
563582,204420
563582,204432
563582,204508
563582,204610
563582,204611
563582,204614
563582,204645
563582,204648
563582,204663
563582,204671
563582,204673
563582,204674
563582,204740
563582,204744
563582,204761
563582,204840
563582,204854
563582,204855
563582,204856
563582,204857
563582,204976
563582,204979
563582,204988
563582,204990
563582,205003
563582,205004
563582,205005
563582,205006
563582,205008
563582,205035
563582,205072
563582,205096
563582,205119
563582,205120
563582,205192
563582,205193
563582,205194
563582,205263
563582,205268
563582,205269
563582,205272
563582,205273
563582,205300
563582,205371
563582,205372
563582,205388
563582,205421
563582,205422
563582,205425
563582,205456
563582,205457
563582,205476
563582,205518
563582,205522
563582,205523
563582,205525
563582,205633
563582,205634
563582,205650
563582,205658
563582,205659
563582,205670
563582,205696
563582,205701
563582,205706
563582,205712
563582,205713
563582,205714
563582,205736
563582,205748
563582,205751
563582,205755
563582,205767
563582,205768
563582,205769
563582,205815
563582,205821
563582,205822
563582,205823
563582,205824
563582,205833
563582,205834
563582,205842
563582,205895
563582,205911
563582,205915
563582,205925
563582,205927
563582,205930
563582,206004
563582,206062
563582,206063
563582,206085
563582,206089
563582,206095
563582,206096
563582,206097
563582,206098
563582,206177
563582,206181
563582,206183
563582,206219
563582,206220
563582,206221
563582,206277
563582,206278
563582,206305
563582,206306
563582,206392
563582,206393
563582,206412
563582,206413
563582,206426
563582,206431
563582,206441
563582,206527
563582,206529
563582,206540
563582,206541
563582,206545
563582,206557
563582,206558
563582,206566
563582,206568
563582,206571
563582,206631
563582,206717
563582,206754
563582,206824
563582,206941
563582,206943
563582,206944
563582,206945
563582,206946
563582,206947
563582,206948
563582,206949
563582,207002
563582,207003
563582,207054
563582,207056
563582,207062
563582,207063
563582,207064
563582,207080
563582,207081
563582,207082
563582,207084
563582,207086
563582,207088
563582,207089
563582,207090
563582,207092
563582,207111
563582,207112
563582,207113
563582,207116
563582,207227
563582,207228
563582,207234
563582,207236
563582,207237
563582,207436
563582,207437
563582,207438
563582,207443
563582,207444
563582,207450
563582,207465
563582,207468
563582,207469
563582,207472
563582,207481
563582,207483
563582,207484
563582,207508
563582,207509
563582,207510
563582,207514
563582,207516
563582,207523
563582,207525
563582,207526
563582,207536
563582,207546
563582,207548
563582,207559
563582,207562
563582,207564
563582,207566
563582,207570
563582,207585
563582,207586
563582,207589
563582,207598
563582,207602
563582,207612
563582,207620
563582,207621
563582,207623
563582,207624
563582,207630
563582,207673
563582,207674
563582,207676
563582,207677
563582,207678
563582,207698
563582,207700
563582,207701
563582,207702
563582,207704
563582,207706
563582,207788
563582,207789
563582,207790
563582,207812
563582,207816
563582,207829
563582,207840
563582,207851
563582,207898
563582,207925
563582,207928
563582,207938
563582,207946
563582,207949
563582,207950
563582,207976
563582,208079
563582,208082
563582,208102
563582,208105
563582,208144
563582,208145
563582,208146
563582,208147
563582,208149
563582,208157
563582,208159
563582,208203
563582,208225
563582,208227
563582,208251
563582,208302
563582,208345
563582,208347
563582,208368
563582,208439
563582,208440
563582,208441
563582,208452
563582,208454
563582,208455
563582,208457
563582,208470
563582,208471
563582,208482
563582,208493
563582,208529
563582,208541
563582,208542
563582,208558
563582,208561
563582,208564
563582,208648
563582,208649
563582,208905
563582,209073
563582,209077
563582,209090
563582,209093
563582,209096
563582,209108
563582,209109
563582,209143
563582,209163
563582,209169
563582,209245
563582,209305
563582,209321
563582,209342
563582,209344
563582,209348
563582,209353
563582,209355
563582,209377
563582,209378
563582,209388
563582,209473
563582,209491
563582,209496
563582,209545
563582,209622
563582,209626
563582,209645
563582,209646
563582,209647
563582,209648
563582,209649
563582,209650
563582,209651
563582,209658
563582,209659
563582,209676
563582,209677
563582,209682
563582,209688
563582,209689
563582,209694
563582,209706
563582,209730
563582,209732
563582,209734
563582,209736
563582,209804
563582,209805
563582,209816
563582,209836
563582,209840
563582,209841
563582,209865
563582,209867
563582,209871
563582,209872
563582,209919
563582,209959
563582,209960
563582,209962
563582,209963
563582,209964
563582,209967
563582,209983
563582,209984
563582,209990
563582,209998
563582,210007
563582,210021
563582,210035
563582,210071
563582,210105
563582,210106
563582,210107
563582,210123
563582,210141
563582,210142
563582,210143
563582,210144
563582,210166
563582,210167
563582,210173
563582,210175
563582,210197
563582,210220
563582,210225
563582,210236
563582,210239
563582,210300
563582,210319
563582,210325
563582,210335
563582,210336
563582,210343
563582,210345
563582,210346
563582,210354
563582,210374
563582,210385
563582,210397
563582,210419
563582,210427
563582,210431
563582,210433
563582,210527
563582,210528
563582,210531
563582,210625
563582,210637
563582,210745
563582,210747
563582,210749
563582,210786
563582,210800
563582,210811
563582,210814
563582,210820
563582,210822
563582,210824
563582,210826
563582,210828
563582,210954
563582,210985
563582,211011
563582,211038
563582,211050
563582,211066
563582,211077
563582,211103
563582,211127
563582,211286
563582,211289
563582,211319
563582,211382
563582,211427
563582,211448
563582,211450
563582,211465
563582,211466
563582,211467
563582,211488
563582,211498
563582,211499
563582,211505
563582,211512
563582,211515
563582,211516
563582,211573
563582,211634
563582,211636
563582,211637
563582,211638
563582,211640
563582,211642
563582,211644
563582,211645
563582,211646
563582,211688
563582,211690
563582,211692
563582,211696
563582,211697
563582,211701
563582,211702
563582,211703
563582,211716
563582,211718
563582,211780
563582,211782
563582,211784
563582,211785
563582,211792
563582,211795
563582,211796
563582,211797
563582,211943
563582,211944
563582,212036
563582,212037
563582,212039
563582,212040
563582,212041
563582,212042
563582,212043
563582,212044
563582,212045
563582,212046
563582,212049
563582,212051
563582,212052
563582,212053
563582,212124
563582,212151
563582,212152
563582,212154
563582,212155
563582,212213
563582,212215
563582,212237
563582,212238
563582,212239
563582,212277
563582,212284
563582,212315
563582,212322
563582,212333
563582,212347
563582,212350
563582,212355
563582,212363
563582,212407
563582,212431
563582,212434
563582,212435
563582,212436
563582,212458
563582,212479
563582,212481
563582,212482
563582,212483
563582,212505
563582,212506
563582,212524
563582,212532
563582,212578
563582,212585
563582,212587
563582,212588
563582,212589
563582,212590
563582,212593
563582,212625
563582,212632
563582,212634
563582,212654
563582,212669
563582,212675
563582,212678
563582,212679
563582,212765
563582,212766
563582,212767
563582,212773
563582,212788
563582,212789
563582,212791
563582,212794
563582,212795
563582,212796
563582,212807
563582,212851
563582,212876
563582,212877
563582,212880
563582,212881
563582,212882
563582,212883
563582,212892
563582,212905
563582,212910
563582,212912
563582,212916
563582,212921
563582,212933
563582,212941
563582,212944
563582,212945
563582,212960
563582,212961
563582,212967
563582,212970
563582,212972
563582,213021
563582,213104
563582,213108
563582,213156
563582,213158
563582,213161
563582,213164
563582,213165
563582,213167
563582,213170
563582,213172
563582,213197
563582,213219
563582,213233
563582,213235
563582,213247
563582,213249
563582,213250
563582,213252
563582,213271
563582,213272
563582,213278
563582,213279
563582,213281
563582,213305
563582,213306
563582,213316
563582,213363
563582,213402
563582,213404
563582,213416
563582,213437
563582,213438
563582,213449
563582,213479
563582,213498
563582,213536
563582,213559
563582,213569
563582,213570
563582,213571
563582,213572
563582,213574
563582,213578
563582,213602
563582,213696
563582,213717
563582,213735
563582,213754
563582,213790
563582,213791
563582,213823
563582,213841
563582,213842
563582,213844
563582,213927
563582,213943
563582,213951
563582,213958
563582,213980
563582,213981
563582,214169
563582,214211
563582,214213
563582,214332
563582,214339
563582,214383
563582,214384
563582,214423
563582,214436
563582,214439
563582,214451
563582,214586
563582,214664
563582,214670
563582,214749
563582,214874
563582,214880
563582,214882
563582,214912
563582,214913
563582,214916
563582,214986
563582,215003
563582,215023
563582,215025
563582,215026
563582,215033
563582,215034
563582,215035
563582,215038
563582,215058
563582,215066
563582,215082
563582,215118
563582,215159
563582,215174
563582,215185
563582,215190
563582,215197
563582,215278
563582,215411
563582,215412
563582,215413
563582,215602
563582,215614
563582,215638
563582,215648
563582,215649
563582,215685
563582,215697
563582,215700
563582,215701
563582,215702
563582,215703
563582,215704
563582,215705
563582,215723
563582,215731
563582,215739
563582,215752
563582,215753
563582,215754
563582,215755
563582,215757
563582,215761
563582,215764
563582,215767
563582,215838
563582,215839
563582,215867
563582,215944
563582,215947
563582,216046
563582,216047
563582,216060
563582,216152
563582,216190
563582,216203
563582,216247
563582,216248
563582,216259
563582,216261
563582,216281
563582,216282
563582,216284
563582,216287
563582,216291
563582,216294
563582,216330
563582,216336
563582,216338
563582,216342
563582,216344
563582,216364
563582,216367
563582,216379
563582,216381
563582,216439
563582,216444
563582,216457
563582,216471
563582,216589
563582,216619
563582,216637
563582,216669
563582,216671
563582,216675
563582,216676
563582,216679
563582,216686
563582,216727
563582,216762
563582,216778
563582,216779
563582,216823
563582,216824
563582,216827
563582,216828
563582,216829
563582,216830
563582,216832
563582,216835
563582,216855
563582,216860
563582,216861
563582,216880
563582,216893
563582,216923
563582,216957
563582,216966
563582,217007
563582,217008
563582,217016
563582,217017
563582,217066
563582,217091
563582,217093
563582,217094
563582,217121
563582,217122
563582,217131
563582,217147
563582,217193
563582,217195
563582,217196
563582,217197
563582,217198
563582,217204
563582,217205
563582,217206
563582,217226
563582,217369
563582,217370
563582,217371
563582,217387
563582,217390
563582,217465
563582,217466
563582,217468
563582,217471
563582,217474
563582,217475
563582,217487
563582,217591
563582,217592
563582,217593
563582,217595
563582,217602
563582,217642
563582,217643
563582,217646
563582,217648
563582,217658
563582,217660
563582,217666
563582,217672
563582,217754
563582,217783
563582,217785
563582,217787
563582,217788
563582,217827
563582,217861
563582,217862
563582,217863
563582,217865
563582,217867
563582,217868
563582,217869
563582,217923
563582,217971
563582,218189
563582,218191
563582,218200
563582,218207
563582,218250
563582,218251
563582,218252
563582,218255
563582,218257
563582,218277
563582,218283
563582,218284
563582,218292
563582,218323
563582,218325
563582,218326
563582,218329
563582,218330
563582,218334
563582,218336
563582,218338
563582,218339
563582,218341
563582,218343
563582,218353
563582,218355
563582,218376
563582,218379
563582,218381
563582,218382
563582,218386
563582,218407
563582,218411
563582,218483
563582,218484
563582,218711
563582,218821
563582,218828
563582,218830
563582,218835
563582,218847
563582,218848
563582,218991
563582,218992
563582,218993
563582,219011
563582,219012
563582,219086
563582,219088
563582,219095
563582,219099
563582,219116
563582,219122
563582,219125
563582,219150
563582,219155
563582,219157
563582,219236
563582,219257
563582,219258
563582,219269
563582,219272
563582,219316
563582,219403
563582,219425
563582,219430
563582,219432
563582,219446
563582,219482
563582,219493
563582,219497
563582,219500
563582,219529
563582,219559
563582,219568
563582,219604
563582,219605
563582,219610
563582,219612
563582,219665
563582,219757
